"page_id","0_triple_id","0_post_A","0_post_B","1_triple_id","1_post_A","1_post_B","2_triple_id","2_post_A","2_post_B","3_triple_id","3_post_A","3_post_B","4_triple_id","4_post_A","4_post_B","5_triple_id","5_post_A","5_post_B","6_triple_id","6_post_A","6_post_B"
"172","4578","post_0","post_2","2175","post_0","post_1","29","post_1","post_2","1572","post_0","post_1","4909","post_0","post_2","1487","post_0","post_1","6709","post_0","post_1"
"173","3578","post_0","post_2","2197","post_0","post_2","4799","post_0","post_2","2015","post_0","post_2","5200","post_0","post_2","213","post_0","post_2","2303","post_0","post_2"
"174","1783","post_0","post_1","4668","post_0","post_1","1597","post_0","post_1","1440","post_0","post_2","3291","post_1","post_2","1686","post_0","post_1","2601","post_0","post_1"
"175","4600","post_0","post_2","3937","post_1","post_2","3323","post_0","post_2","3784","post_0","post_2","1042","post_0","post_1","6103","post_0","post_1","2468","post_0","post_2"
"176","4582","post_1","post_2","2100","post_0","post_2","3863","post_1","post_2","5369","post_0","post_2","261","post_0","post_2","5299","post_0","post_2","160","post_1","post_2"
"177","6154","post_1","post_2","1772","post_0","post_2","1433","post_0","post_1","5170","post_1","post_2","4056","post_0","post_1","476","post_1","post_2","2669","post_0","post_2"
"178","5507","post_0","post_1","4782","post_0","post_1","6027","post_1","post_2","1300","post_0","post_1","5322","post_0","post_1","5066","post_0","post_2","2347","post_0","post_2"
"179","2533","post_1","post_2","811","post_0","post_2","5371","post_0","post_1","4486","post_0","post_1","3608","post_0","post_2","2807","post_0","post_1","643","post_0","post_2"
"180","3184","post_1","post_2","4982","post_1","post_2","6177","post_0","post_1","1735","post_0","post_2","653","post_1","post_2","4331","post_0","post_1","6625","post_0","post_1"
"181","4003","post_0","post_1","6224","post_0","post_1","3813","post_1","post_2","5794","post_0","post_2","6596","post_0","post_2","1803","post_1","post_2","219","post_0","post_2"
"182","4339","post_1","post_2","371","post_0","post_1","3515","post_0","post_1","3668","post_0","post_1","2805","post_1","post_2","5048","post_0","post_1","4622","post_0","post_2"
"183","4580","post_1","post_2","392","post_0","post_1","1540","post_0","post_1","2239","post_0","post_1","43","post_0","post_1","3619","post_1","post_2","2202","post_0","post_2"
"184","4194","post_0","post_1","1547","post_0","post_2","135","post_1","post_2","500","post_0","post_2","4061","post_0","post_2","2729","post_1","post_2","5126","post_0","post_2"
"185","4751","post_0","post_2","5887","post_0","post_2","5585","post_0","post_1","2124","post_0","post_1","3278","post_0","post_2","4267","post_1","post_2","4703","post_1","post_2"
"186","4877","post_0","post_2","6147","post_1","post_2","2876","post_0","post_2","2505","post_0","post_2","3093","post_1","post_2","2475","post_1","post_2","146","post_1","post_2"
"187","4932","post_0","post_2","528","post_0","post_2","2594","post_0","post_2","1903","post_0","post_1","736","post_1","post_2","6039","post_0","post_2","4899","post_1","post_2"
"188","2279","post_1","post_2","3465","post_1","post_2","4845","post_0","post_2","1290","post_0","post_2","3037","post_0","post_2","825","post_0","post_1","705","post_0","post_2"
"189","2987","post_0","post_1","2574","post_1","post_2","383","post_0","post_2","6680","post_1","post_2","5131","post_1","post_2","3336","post_0","post_1","3173","post_0","post_2"
"190","4074","post_0","post_1","6689","post_0","post_2","3162","post_0","post_1","456","post_1","post_2","6109","post_0","post_2","478","post_0","post_2","5626","post_1","post_2"
"191","522","post_0","post_2","2463","post_0","post_1","1910","post_0","post_2","4217","post_0","post_2","4856","post_0","post_1","2372","post_0","post_2","2430","post_0","post_2"
"192","1282","post_0","post_2","4697","post_0","post_2","741","post_0","post_1","1381","post_0","post_1","6015","post_0","post_1","5801","post_0","post_1","4705","post_0","post_1"
"193","2093","post_0","post_1","6568","post_0","post_2","2455","post_1","post_2","303","post_0","post_2","3206","post_1","post_2","4894","post_0","post_1","6463","post_1","post_2"
"194","274","post_0","post_2","1978","post_1","post_2","6050","post_1","post_2","1236","post_0","post_2","3786","post_0","post_1","6032","post_1","post_2","544","post_1","post_2"
"195","999","post_0","post_1","350","post_0","post_1","3078","post_0","post_2","5469","post_0","post_1","5699","post_0","post_2","5093","post_0","post_1","5227","post_0","post_2"
"196","4517","post_1","post_2","3230","post_0","post_1","1487","post_0","post_2","4675","post_1","post_2","2799","post_0","post_1","6196","post_0","post_2","5123","post_0","post_2"
"197","4178","post_0","post_1","5875","post_1","post_2","3487","post_0","post_1","6058","post_0","post_1","4182","post_0","post_2","4105","post_0","post_2","6646","post_0","post_1"
"198","2307","post_1","post_2","3851","post_0","post_2","816","post_0","post_1","5398","post_0","post_1","6457","post_0","post_1","5218","post_0","post_2","6425","post_0","post_2"
"199","4210","post_0","post_1","1778","post_0","post_2","3273","post_1","post_2","1007","post_1","post_2","4012","post_0","post_2","2248","post_0","post_1","193","post_0","post_2"
"200","1220","post_1","post_2","5754","post_1","post_2","1981","post_1","post_2","362","post_0","post_2","3479","post_1","post_2","1790","post_0","post_1","4103","post_0","post_1"
"201","6235","post_0","post_1","3185","post_0","post_1","1202","post_0","post_2","5115","post_0","post_2","722","post_0","post_2","3775","post_1","post_2","6787","post_0","post_2"
"202","563","post_0","post_1","2740","post_0","post_1","4083","post_0","post_2","630","post_0","post_2","847","post_0","post_1","1373","post_0","post_2","3736","post_0","post_2"
"203","2274","post_0","post_2","6312","post_1","post_2","3484","post_0","post_1","606","post_0","post_2","387","post_1","post_2","736","post_0","post_1","1666","post_0","post_1"
"204","2678","post_1","post_2","4207","post_0","post_1","640","post_0","post_1","3505","post_0","post_2","385","post_0","post_2","6273","post_1","post_2","439","post_1","post_2"
"205","2521","post_0","post_2","2024","post_1","post_2","578","post_0","post_1","46","post_0","post_2","1016","post_0","post_2","2492","post_1","post_2","1555","post_0","post_2"
"206","6187","post_0","post_2","71","post_0","post_1","1154","post_1","post_2","6565","post_0","post_2","6637","post_0","post_1","4816","post_0","post_1","4231","post_1","post_2"
"207","631","post_0","post_2","3956","post_0","post_1","835","post_0","post_2","5446","post_0","post_2","3574","post_1","post_2","2873","post_0","post_2","2400","post_0","post_2"
"208","6586","post_1","post_2","4823","post_0","post_2","4432","post_0","post_2","5943","post_0","post_1","4519","post_0","post_1","1057","post_1","post_2","5626","post_0","post_1"
"209","3015","post_1","post_2","6559","post_0","post_2","275","post_1","post_2","4676","post_0","post_2","5988","post_0","post_1","6790","post_0","post_1","6406","post_0","post_1"
"210","3322","post_1","post_2","139","post_0","post_1","878","post_0","post_1","3","post_0","post_2","1499","post_0","post_1","2343","post_0","post_2","5391","post_0","post_2"
"211","6620","post_0","post_2","3236","post_0","post_2","2289","post_0","post_2","5235","post_1","post_2","296","post_0","post_1","1170","post_0","post_1","246","post_1","post_2"
"212","2351","post_1","post_2","2633","post_0","post_2","5215","post_0","post_1","6090","post_0","post_2","150","post_0","post_2","592","post_1","post_2","1297","post_0","post_1"
"213","6439","post_0","post_1","6258","post_0","post_1","1653","post_1","post_2","3979","post_0","post_2","44","post_0","post_2","920","post_1","post_2","1690","post_0","post_2"
"214","5140","post_0","post_2","2012","post_1","post_2","6476","post_1","post_2","5678","post_0","post_1","64","post_1","post_2","5545","post_0","post_2","1172","post_0","post_2"
"215","2760","post_0","post_1","2254","post_0","post_1","2129","post_0","post_1","238","post_0","post_2","2557","post_0","post_2","2664","post_0","post_1","3386","post_1","post_2"
"216","2949","post_0","post_1","3050","post_0","post_1","3945","post_1","post_2","3695","post_0","post_1","2846","post_0","post_2","6554","post_1","post_2","2149","post_0","post_2"
"217","1925","post_0","post_1","2639","post_0","post_1","288","post_0","post_1","2735","post_0","post_1","300","post_0","post_1","844","post_0","post_1","5663","post_0","post_1"
"218","5051","post_1","post_2","2105","post_1","post_2","6564","post_1","post_2","2654","post_0","post_1","5678","post_1","post_2","1626","post_0","post_2","6089","post_1","post_2"
"219","4337","post_0","post_1","6094","post_0","post_1","4297","post_0","post_1","4731","post_0","post_1","5062","post_0","post_1","2473","post_0","post_1","3151","post_1","post_2"
"220","5521","post_0","post_1","236","post_1","post_2","4264","post_1","post_2","3269","post_0","post_2","5193","post_0","post_1","1761","post_0","post_1","5695","post_1","post_2"
"221","5987","post_1","post_2","2179","post_0","post_2","5058","post_0","post_1","1638","post_1","post_2","2363","post_0","post_1","4054","post_1","post_2","5970","post_0","post_2"
"222","1752","post_0","post_2","1782","post_1","post_2","963","post_1","post_2","778","post_0","post_2","4513","post_0","post_2","6697","post_0","post_2","1196","post_1","post_2"
"223","203","post_1","post_2","10","post_1","post_2","6558","post_0","post_1","5332","post_1","post_2","4707","post_0","post_2","4314","post_0","post_1","6543","post_1","post_2"
"224","801","post_0","post_2","3139","post_0","post_2","4424","post_0","post_2","3066","post_0","post_1","5551","post_0","post_1","61","post_0","post_2","5498","post_1","post_2"
"225","6746","post_0","post_1","1220","post_0","post_1","2195","post_0","post_2","3935","post_0","post_2","1645","post_0","post_2","518","post_0","post_1","5490","post_0","post_2"
"226","1987","post_1","post_2","502","post_0","post_2","979","post_1","post_2","5284","post_0","post_2","4861","post_0","post_1","2526","post_0","post_1","3986","post_0","post_1"
"227","1881","post_1","post_2","1219","post_1","post_2","2423","post_1","post_2","6125","post_0","post_1","2148","post_0","post_1","3902","post_0","post_2","1302","post_0","post_2"
"228","2443","post_0","post_2","665","post_0","post_2","3631","post_0","post_1","1833","post_0","post_2","1683","post_0","post_2","4794","post_0","post_1","2808","post_0","post_2"
"229","5976","post_1","post_2","1884","post_0","post_1","2511","post_0","post_2","3430","post_0","post_2","751","post_1","post_2","1457","post_0","post_2","1379","post_0","post_1"
"230","2445","post_0","post_2","4786","post_1","post_2","4527","post_0","post_2","2627","post_0","post_1","6725","post_1","post_2","3981","post_1","post_2","3051","post_0","post_1"
"231","4574","post_1","post_2","6679","post_0","post_2","3460","post_0","post_1","6307","post_0","post_1","4850","post_0","post_1","4034","post_0","post_1","5648","post_1","post_2"
"232","6418","post_0","post_1","4378","post_1","post_2","6081","post_0","post_1","3380","post_0","post_2","6010","post_0","post_1","1357","post_1","post_2","3618","post_0","post_1"
"233","208","post_0","post_2","123","post_0","post_2","1436","post_0","post_2","5572","post_0","post_1","1800","post_0","post_1","4624","post_0","post_1","3391","post_1","post_2"
"234","5600","post_0","post_1","2743","post_0","post_1","3414","post_0","post_1","4495","post_1","post_2","4746","post_0","post_1","157","post_0","post_2","4695","post_1","post_2"
"235","3079","post_1","post_2","2918","post_1","post_2","3717","post_0","post_2","4204","post_1","post_2","4049","post_0","post_2","722","post_0","post_1","4153","post_0","post_2"
"236","5056","post_0","post_1","6122","post_0","post_2","3317","post_1","post_2","6516","post_0","post_1","6366","post_0","post_1","3088","post_0","post_1","1265","post_1","post_2"
"237","6186","post_0","post_1","5205","post_0","post_2","4371","post_0","post_1","53","post_0","post_1","3570","post_0","post_1","5840","post_0","post_1","532","post_0","post_2"
"238","2182","post_0","post_2","2559","post_0","post_1","2795","post_0","post_2","251","post_0","post_2","1682","post_0","post_1","3723","post_0","post_2","788","post_0","post_1"
"239","4386","post_0","post_1","2571","post_1","post_2","1787","post_0","post_2","1258","post_0","post_2","6533","post_1","post_2","1103","post_1","post_2","6348","post_0","post_1"
"240","1827","post_0","post_2","5827","post_0","post_2","5358","post_0","post_1","3558","post_0","post_2","6016","post_0","post_1","271","post_0","post_2","5007","post_0","post_1"
"241","3544","post_0","post_2","280","post_0","post_1","2416","post_0","post_2","3601","post_0","post_1","3208","post_0","post_1","3191","post_0","post_2","2084","post_1","post_2"
"242","667","post_0","post_2","2308","post_0","post_2","1246","post_0","post_1","185","post_0","post_2","1545","post_1","post_2","6242","post_0","post_2","5993","post_0","post_1"
"243","5334","post_0","post_2","6437","post_1","post_2","5030","post_0","post_2","4169","post_0","post_2","4908","post_0","post_2","1075","post_0","post_2","6268","post_0","post_1"
"244","3752","post_1","post_2","3081","post_1","post_2","987","post_0","post_1","5658","post_0","post_2","1956","post_1","post_2","4263","post_0","post_2","3576","post_0","post_1"
"245","2770","post_0","post_1","6027","post_0","post_2","4358","post_1","post_2","2361","post_0","post_1","682","post_0","post_2","219","post_0","post_1","2401","post_1","post_2"
"246","6622","post_0","post_1","1731","post_0","post_2","905","post_0","post_2","2777","post_0","post_1","5264","post_1","post_2","1101","post_1","post_2","2381","post_1","post_2"
"247","994","post_1","post_2","5862","post_0","post_1","3207","post_0","post_2","374","post_1","post_2","3160","post_1","post_2","6520","post_0","post_2","5316","post_0","post_2"
"248","6417","post_0","post_2","3497","post_0","post_1","1584","post_0","post_2","4747","post_0","post_2","6352","post_0","post_2","326","post_1","post_2","925","post_0","post_1"
