topic,discussion_id,author,pro,anti,other
"evolution",4366,"thebootfitter",8,0,0
"evolution",4366,"Mucusaur",5,1,2
"evolution",4366,"trebor",7,1,0
"evolution",4366,"billsco",3,1,4
"evolution",4366,"pandion",7,1,0
"evolution",4366,"jyoshu",6,1,1
"evolution",4366,"zachvac",4,4,0
"evolution",4366,"HeavenBound",3,5,0
"evolution",4366,"Close_slave_can",5,0,3
"evolution",4366,"Silent_eko",1,6,1
"evolution",5735,"Duo_Maxwell",3,3,2
"evolution",5735,"billsco",6,0,2
"evolution",5735,"Kronus",5,2,1
"evolution",5735,"canadianman77",3,3,2
"evolution",5735,"Clive14",4,2,2
"evolution",5735,"trebor",5,1,2
"evolution",5735,"mae",5,1,2
"evolution",5735,"Iuris",7,1,0
"evolution",5735,"Ripskar",6,0,2
"evolution",5735,"Winston Smith",4,2,2
"evolution",5735,"pandion",4,2,2
"evolution",5735,"Close_slave_can",6,1,1
"evolution",5735,"unkerpaulie",5,1,2
"evolution",5735,"Jacques",5,0,3
"evolution",13,"Kronus",4,3,1
"evolution",13,"admin",2,0,6
"evolution",13,"Mucusaur",3,1,4
"evolution",13,"elliott5002002",5,2,1
"evolution",13,"trebor",7,1,0
"evolution",13,"Ooaman",5,1,2
"evolution",13,"pandion",7,1,0
"evolution",13,"OccamsRazor",5,1,2
"evolution",13,"supergrunt",5,1,2
"evolution",13,"johnhanks",8,0,0
"evolution",12,"Crim",10,2,0
"evolution",12,"Cuchulainn",10,1,1
"evolution",12,"sinjin",3,4,5
"evolution",12,"SilentPoet",7,4,1
"evolution",12,"Demon38",9,3,0
"evolution",12,"admin",2,4,6
"evolution",12,"Collin",3,1,8
"evolution",12,"American",1,10,1
"evolution",12,"Patriot",2,8,2
"evolution",12,"lurch",8,4,0
"evolution",12,"trebor",2,0,10
"evolution",12,"Truth Seeker",2,10,0
"evolution",12,"Illuminatrix",10,1,1
"evolution",12,"Stormin Norman",7,4,1
"evolution",12,"dislexia",2,10,0
"evolution",12,"lappster",4,8,0
"evolution",12,"sarablaze",8,3,1
"evolution",12,"Calligirl",2,10,0
"evolution",12,"electrolyte",6,2,4
"evolution",12,"Karl",8,3,1
"evolution",12,"gilligan8503",8,1,3
"evolution",4528,"Waxy",7,0,0
"evolution",4528,"sinjin",7,0,0
"evolution",4528,"Demon38",7,0,0
"evolution",4528,"plotter",7,0,0
"evolution",4528,"Clive14",7,0,0
"evolution",4528,"thebootfitter",7,0,0
"evolution",4528,"trebor",7,0,0
"evolution",4528,"Crumbar",5,0,2
"evolution",4528,"pandion",7,0,0
"evolution",4528,"Big Orn",5,0,2
"evolution",4528,"epaphras_faith",1,6,0
"evolution",4528,"Orion",1,6,0
"evolution",4528,"jim's trucking",7,0,0
"evolution",4528,"Mach",7,0,0
"evolution",11164,"lpdm",1,5,0
"evolution",11164,"foundit66",4,2,0
"evolution",11164,"T.Q",6,0,0
"evolution",11164,"obvious_child",6,0,0
"evolution",11164,"Kronus",5,1,0
"evolution",11164,"Demon38",5,1,0
"evolution",11164,"marc9000",1,5,0
"evolution",11164,"Collin",4,1,1
"evolution",11164,"Archangel",0,6,0
"evolution",11164,"ShadowPikachu",5,1,0
"evolution",11164,"Iuris",4,1,1
"evolution",11164,"Penfold",6,0,0
"evolution",11164,"pandion",5,1,0
"evolution",11164,"GazzaElliott",6,0,0
"evolution",11164,"electrolyte",6,0,0
"evolution",5343,"Liminus",4,0,1
"evolution",5343,"wilted_laughter",3,0,2
"evolution",5343,"toby",2,1,2
"evolution",5343,"Tastyfish",4,1,0
"evolution",5343,"DamEtel",5,0,0
"evolution",5343,"Terran",5,0,0
"evolution",5343,"OccamsRazor",2,0,3
"evolution",5343,"Wez",5,0,0
"evolution",5343,"Phantos",1,3,1
"evolution",5343,"Duo_Maxwell",4,1,0
"evolution",5343,"Alan Ryan",1,0,4
"evolution",5343,"celtibero",1,0,4
"evolution",5343,"prschuster",5,0,0
"evolution",5343,"Symbiote",5,0,0
"evolution",5343,"Kronus",5,0,0
"evolution",5343,"canadianman77",0,0,5
"evolution",5343,"Big_Bear_Scot",4,0,1
"evolution",5343,"fishpower",5,0,0
"evolution",5343,"Adept",2,3,0
"evolution",5343,"pandion",5,0,0
"evolution",5343,"Cush",3,2,0
"evolution",5343,"Jacques",2,3,0
"evolution",5343,"Angelsweety89",1,4,0
"evolution",5343,"Mach",3,0,2
"evolution",5343,"Ghost",2,2,1
"evolution",5343,"TimTim",2,3,0
"evolution",5343,"Clive14",3,2,0
"evolution",5343,"trebor",5,0,0
"evolution",5343,"deep thought",0,5,0
"evolution",5343,"The Skeptic",1,4,0
"evolution",5343,"johnhanks",5,0,0
"evolution",5343,"sinjin",5,0,0
"evolution",5343,"Demon38",2,0,3
"evolution",5343,"PoohBear",1,4,0
"evolution",5343,"SkepticGunt",4,0,1
"evolution",5343,"gnojek",4,1,0
"evolution",5343,"elliott5002002",3,1,1
"evolution",5343,"unkerpaulie",5,0,0
"evolution",5343,"Nidder1",1,4,0
"evolution",5343,"zachvac",2,0,3
"evolution",5343,"Raastee",5,0,0
"evolution",5343,"Ripskar",3,2,0
"evolution",5343,"Dono",5,0,0
"evolution",5343,"supergrunt",0,0,5
"evolution",4835,"The Barbarian",6,1,0
"evolution",4835,"wilted_laughter",5,1,1
"evolution",4835,"Fishbulb",1,1,5
"evolution",4835,"peddler8111",1,6,0
"evolution",4835,"Tastyfish",7,0,0
"evolution",4835,"Hunter",1,6,0
"evolution",4835,"Duo_Maxwell",7,0,0
"evolution",4835,"Kronus",2,2,3
"evolution",4835,"Astaroth",5,2,0
"evolution",4835,"pandion",7,0,0
"evolution",4835,"Mach",6,0,1
"evolution",4835,"Waxy",4,1,2
"evolution",4835,"DrAtH",4,1,2
"evolution",4835,"Jo Bennett",4,2,1
"evolution",4835,"Beowulf Lee",6,1,0
"evolution",4835,"thebootfitter",7,0,0
"evolution",4835,"Clive14",4,2,1
"evolution",4835,"trebor",7,0,0
"evolution",4835,"Big Orn",4,2,1
"evolution",4835,"Big_Bear_Scot",7,0,0
"evolution",4835,"johnhanks",7,0,0
"evolution",4835,"sinjin",7,0,0
"evolution",4835,"gnojek",3,1,3
"evolution",4835,"Mucusaur",7,0,0
"evolution",4835,"unkerpaulie",1,3,3
"evolution",4835,"Wraith",0,1,6
"evolution",4835,"Bishop",1,6,0
"evolution",4835,"supergrunt",5,1,1
"evolution",5268,"Duo_Maxwell",2,0,3
"evolution",5268,"sinjin",4,0,1
"evolution",5268,"Kronus",5,0,0
"evolution",5268,"PoohBear",0,4,1
"evolution",5268,"Tastyfish",5,0,0
"evolution",5268,"Clive14",5,0,0
"evolution",5268,"trebor",4,1,0
"evolution",5268,"gnojek",3,0,2
"evolution",5268,"pandion",5,0,0
"evolution",5268,"DamEtel",5,0,0
"evolution",5268,"The Skeptic",1,1,3
"evolution",5268,"Mucusaur",2,0,3
"evolution",5268,"mjy",1,4,0
"evolution",5268,"unkerpaulie",4,1,0
"evolution",5268,"sanguinekane",4,1,0
"evolution",10772,"thelmoose",5,0,1
"evolution",10772,"Archangel",0,6,0
"evolution",10772,"The_Wizard",4,0,2
"evolution",10772,"T.Q",5,0,1
"evolution",10772,"Kronus",6,0,0
"evolution",10772,"chemist99a",5,0,1
"evolution",10772,"Demon38",3,2,1
"evolution",10772,"lesz",6,0,0
"evolution",10772,"maueze",2,3,1
"evolution",10772,"Databed",5,1,0
"evolution",10772,"pandion",6,0,0
"evolution",10772,"Iuris",5,0,1
"evolution",10772,"Penfold",5,0,1
"evolution",10772,"electrolyte",6,0,0
"evolution",10772,"Another opinion",4,1,1
"evolution",10772,"Kreek",4,0,2
"evolution",4831,"The Barbarian",5,2,0
"evolution",4831,"wilted_laughter",4,1,2
"evolution",4831,"peddler8111",1,6,0
"evolution",4831,"Zardoz",5,0,2
"evolution",4831,"Terran",5,1,1
"evolution",4831,"Duo_Maxwell",7,0,0
"evolution",4831,"Alan Ryan",6,1,0
"evolution",4831,"victorpride",2,3,2
"evolution",4831,"IM2L844",3,4,0
"evolution",4831,"Symbiote",6,1,0
"evolution",4831,"Kronus",6,1,0
"evolution",4831,"Hunter",2,5,0
"evolution",4831,"Irvine",7,0,0
"evolution",4831,"pandion",6,1,0
"evolution",4831,"Jo Bennett",7,0,0
"evolution",4831,"Beowulf Lee",7,0,0
"evolution",4831,"Clive14",6,1,0
"evolution",4831,"trebor",5,2,0
"evolution",4831,"fracas",3,3,1
"evolution",4831,"Black Phoenix",0,7,0
"evolution",4831,"Demon38",7,0,0
"evolution",4831,"Mucusaur",6,1,0
"evolution",4831,"Ray Martinez",3,2,2
"evolution",4831,"Close_slave_can",6,1,0
"evolution",5870,"Alan Ryan",7,0,0
"evolution",5870,"The Skeptic",0,7,0
"evolution",5870,"Symbiote",6,1,0
"evolution",5870,"notdakuningist",0,1,6
"evolution",5870,"Waxy",6,1,0
"evolution",5870,"PoohBear",0,7,0
"evolution",5870,"canadianman77",0,7,0
"evolution",5870,"Clive14",7,0,0
"evolution",5870,"Mucusaur",7,0,0
"evolution",5870,"trebor",6,1,0
"evolution",5870,"Jenn",0,5,2
"evolution",5870,"Winston Smith",7,0,0
"evolution",5870,"Ripskar",7,0,0
"evolution",10216,"N.Wells",6,0,0
"evolution",10216,"Archangel",0,5,1
"evolution",10216,"richbrmly",5,1,0
"evolution",10216,"T.Q",4,1,1
"evolution",10216,"chemist99a",5,1,0
"evolution",10216,"Kronus",0,3,3
"evolution",10216,"Liminus",6,0,0
"evolution",10216,"supersport",0,6,0
"evolution",10216,"charlie horse",6,0,0
"evolution",10216,"Unriggable",0,1,5
"evolution",10216,"wascallywabbit",1,5,0
"evolution",10216,"snakespit",5,0,1
"evolution",10216,"Winston Smith",4,0,2
"evolution",10216,"Ripskar",5,1,0
"evolution",10216,"thelmoose",4,1,1
"evolution",9963,"Master_Shake",6,0,0
"evolution",9963,"MrWriteLA",0,4,2
"evolution",9963,"Count Otto",2,3,1
"evolution",9963,"T.Q",2,4,0
"evolution",9963,"chemist99a",1,5,0
"evolution",9963,"Klown",2,2,2
"evolution",9963,"sciropolis",0,5,1
"evolution",9963,"fromderinside",1,3,2
"evolution",9963,"Hi_Its_Me",0,2,4
"evolution",9963,"Unriggable",1,2,3
"evolution",9963,"Kronus",1,5,0
"evolution",9963,"wascallywabbit",4,2,0
"evolution",9963,"ShadowPikachu",2,2,2
"evolution",9963,"lesz",0,5,1
"evolution",9963,"Ripskar",0,6,0
"evolution",9963,"pandion",1,1,4
"evolution",9963,"GrannyM",3,3,0
"evolution",9963,"Vinterland",0,5,1
"evolution",9436,"Count Otto",7,1,1
"evolution",9436,"T.Q",9,0,0
"evolution",9436,"Hi_Its_Me",9,0,0
"evolution",9436,"marc9000",4,5,0
"evolution",9436,"Peeling",6,2,1
"evolution",9436,"supersport",2,7,0
"evolution",9436,"trebor",5,1,3
"evolution",9436,"wascallywabbit",4,5,0
"evolution",9436,"Tastyfish",7,1,1
"evolution",9436,"ShadowPikachu",8,1,0
"evolution",9436,"Collin",3,1,5
"evolution",9436,"pandion",9,0,0
"evolution",9436,"GazzaElliott",9,0,0
"evolution",9436,"electrolyte",9,0,0
"evolution",9436,"Shooterandproud",9,0,0
"evolution",9436,"E Mutz",8,1,0
"evolution",9436,"johnhanks",9,0,0
"evolution",2375,"Close_slave_can",3,0,0
"evolution",2375,"Waxy",3,0,0
"evolution",2375,"The Barbarian",1,2,0
"evolution",2375,"sinjin",3,0,0
"evolution",2375,"Darkest Shadow",1,2,0
"evolution",2375,"Kronus",3,0,0
"evolution",2375,"Mr Jack",3,0,0
"evolution",2375,"umustbebrnagain",0,3,0
"evolution",2375,"terral03",0,3,0
"evolution",2375,"Rogue790",2,1,0
"evolution",2375,"apathy",2,0,1
"evolution",2375,"Clive14",2,1,0
"evolution",2375,"thebootfitter",2,0,1
"evolution",2375,"ungerdunn",3,0,0
"evolution",2375,"Slipnish",1,2,0
"evolution",2375,"montalban",1,2,0
"evolution",2375,"Ursus maritimus",2,0,1
"evolution",2375,"OccamsRazor",1,1,1
"evolution",2375,"Big Orn",1,2,0
"evolution",2375,"Mach",0,2,1
"evolution",8769,"thelmoose",0,0,6
"evolution",8769,"obvious_child",6,0,0
"evolution",8769,"Hi_Its_Me",6,0,0
"evolution",8769,"marc9000",0,5,1
"evolution",8769,"Collin",6,0,0
"evolution",8769,"supersport",0,6,0
"evolution",8769,"trebor",5,1,0
"evolution",8769,"pandion",6,0,0
"evolution",8769,"Ripskar",6,0,0
"evolution",8769,"chaoticgnome",6,0,0
"evolution",8769,"GazzaElliott",6,0,0
"evolution",8769,"electrolyte",6,0,0
"evolution",8769,"johnhanks",6,0,0
"evolution",3222,"Waxy",5,1,0
"evolution",3222,"accipitridae",6,0,0
"evolution",3222,"pnac=ww3",5,0,1
"evolution",3222,"amazilia",6,0,0
"evolution",3222,"Alan Ryan",4,0,2
"evolution",3222,"Selasphorus",5,0,1
"evolution",3222,"gazdata",1,5,0
"evolution",3222,"lampornis",6,0,0
"evolution",3222,"montalban",0,6,0
"evolution",3222,"OccamsRazor",6,0,0
"evolution",3222,"iskandarb",5,0,1
"evolution",3222,"Close_slave_can",1,5,0
"evolution",3222,"Mach",5,1,0
"evolution",1926,"The Barbarian",2,4,0
"evolution",1926,"Honda66",6,0,0
"evolution",1926,"carla5010",6,0,0
"evolution",1926,"Toxey",2,4,0
"evolution",1926,"Tastyfish",6,0,0
"evolution",1926,"Dmann",1,0,5
"evolution",1926,"Ursus maritimus",6,0,0
"evolution",1926,"Aries",5,1,0
"evolution",1926,"JohnM",4,2,0
"evolution",1926,"Duo_Maxwell",4,0,2
"evolution",1926,"Kronus",6,0,0
"evolution",1926,"Whacky One",2,4,0
"evolution",1926,"Alucard",5,1,0
"evolution",1926,"7th_Arty",6,0,0
"evolution",1926,"Valthonis",6,0,0
"evolution",1926,"gallo",3,2,1
"evolution",1926,"pandagirl",2,4,0
"evolution",1926,"Waxy",6,0,0
"evolution",1926,"jitobear",3,1,2
"evolution",1926,"Glen_Fiddich",4,2,0
"evolution",1926,"terral03",1,5,0
"evolution",1926,"thebootfitter",6,0,0
"evolution",1926,"JPSartre12",3,3,0
"evolution",1926,"billsco",2,0,4
"evolution",1926,"sinjin",3,2,1
"evolution",1926,"Big Orn",6,0,0
"evolution",1926,"OccamsRazor",4,1,1
"evolution",1926,"vsaiyan",1,5,0
"evolution",1926,"iamthetruth",6,0,0
"evolution",1926,"shooting_star24",5,0,1
"evolution",1926,"Demon38",3,3,0
"evolution",1926,"Close_slave_can",6,0,0
"evolution",1926,"Lemarcus",6,0,0
"evolution",1926,"apathy",4,2,0
"evolution",1926,"Black Mamba",2,0,4
"evolution",1926,"Haulingboat",6,0,0
"evolution",1926,"unkerpaulie",4,2,0
"evolution",1926,"ungerdunn",4,2,0
"evolution",1926,"AMD4EVER",2,0,4
"evolution",1926,"Mach",6,0,0
"evolution",1926,"Garioch",6,0,0
"evolution",1926,"montalban",4,2,0
"evolution",9767,"N.Wells",6,0,0
"evolution",9767,"sinjin",5,1,0
"evolution",9767,"T.Q",5,0,1
"evolution",9767,"chemist99a",5,1,0
"evolution",9767,"Kronus",6,0,0
"evolution",9767,"PirateChimp",6,0,0
"evolution",9767,"Peeling",6,0,0
"evolution",9767,"supersport",2,4,0
"evolution",9767,"SLP",6,0,0
"evolution",9767,"Hi_Its_Me",6,0,0
"evolution",9767,"lesz",6,0,0
"evolution",9767,"wascallywabbit",0,6,0
"evolution",9767,"pandion",5,0,1
"evolution",9767,"martinlb",1,5,0
"evolution",9767,"bertvan",5,1,0
"death penalty",3714,"pnac=ww3",1,4,0
"death penalty",3714,"Duo_Maxwell",0,5,0
"death penalty",3714,"Perry5",4,0,1
"death penalty",3714,"Voice Of Reason",5,0,0
"death penalty",3714,"marc9000",4,0,1
"death penalty",3714,"Hunter",0,5,0
"death penalty",3714,"OceanHippie",5,0,0
"death penalty",3714,"B_Lizzle",5,0,0
"death penalty",3714,"Tigerlilly",1,3,1
"death penalty",3714,"Waxy",0,5,0
"death penalty",3714,"Carlene",0,5,0
"death penalty",3714,"jyoshu",0,2,3
"death penalty",3714,"Big Orn",0,5,0
"death penalty",3714,"OccamsRazor",1,2,2
"death penalty",3714,"jim's trucking",5,0,0
"death penalty",3714,"daewoo",1,1,3
"death penalty",3714,"Master_Shake",0,5,0
"death penalty",3714,"sinjin",2,0,3
"death penalty",3714,"USA allthe Way",5,0,0
"death penalty",3714,"Tboy321025",2,3,0
"death penalty",3714,"georged",1,3,1
"death penalty",3714,"FISHX",3,2,0
"death penalty",3714,"snakespit",3,0,2
"death penalty",3714,"Dono",1,3,1
"death penalty",9372,"daewoo",1,3,1
"death penalty",9372,"Maineiac",1,1,3
"death penalty",2730,"Duo_Maxwell",1,4,0
"death penalty",2730,"Waxy",0,3,2
"death penalty",2730,"sinjin",0,5,0
"death penalty",2730,"bmans301bIMBACK",4,0,1
"death penalty",2730,"emclean",5,0,0
"death penalty",2730,"Big Orn",5,0,0
"death penalty",2730,"JPSartre12",5,0,0
"death penalty",2730,"CCR1994",4,0,1
"death penalty",2730,"billsco",0,5,0
"death penalty",2730,"Anastasia",4,0,1
"death penalty",2730,"Phunting",0,1,4
"death penalty",2730,"jim's trucking",5,0,0
"death penalty",2730,"Sigma",0,1,4
"death penalty",2730,"daewoo",0,5,0
"death penalty",2730,"syklopps61",4,1,0
"death penalty",22,"Peach47",5,0,0
"death penalty",22,"Tim",0,5,0
"death penalty",22,"MichiBert",0,5,0
"death penalty",22,"wjim1269",1,4,0
"death penalty",22,"Duo_Maxwell",0,5,0
"death penalty",22,"JFriday",0,0,5
"death penalty",22,"fallingupwards",0,5,0
"death penalty",22,"Broker",5,0,0
"death penalty",22,"JMorse39",5,0,0
"death penalty",22,"Patriot",5,0,0
"death penalty",22,"Debater",0,3,2
"death penalty",22,"Cool Hand Dave",1,3,1
"death penalty",22,"American",3,1,1
"death penalty",22,"IcePrincess",0,5,0
"death penalty",22,"sarablaze",4,1,0
"death penalty",22,"Crim",3,2,0
"death penalty",22,"mamboni",0,5,0
"death penalty",22,"admin",0,0,5
"death penalty",22,"Middle",0,5,0
"death penalty",22,"dsadevil",1,0,4
"death penalty",22,"thistownwilleat",2,3,0
"death penalty",22,"Calligirl",4,1,0
"death penalty",22,"ghettocracka",1,1,3
"death penalty",7451,"ThunderMelody",5,0,0
"death penalty",7451,"Dono",1,2,2
"death penalty",8109,"grammy",4,0,1
"death penalty",8109,"wallninja",5,0,0
"death penalty",8109,"Ooaman",0,5,0
"death penalty",8109,"ShadowPikachu",1,2,2
"death penalty",8109,"iparent",2,3,0
"death penalty",8109,"yougottabekiddi",1,1,3
"death penalty",8109,"Another opinion",0,5,0
"death penalty",8109,"BJTJ",0,5,0
"death penalty",8109,"obvious_child",3,2,0
"death penalty",8109,"huckleberry",1,2,2
"death penalty",8109,"Love Never Dies",5,0,0
"death penalty",8109,"Steeeeve",5,0,0
"death penalty",8109,"VTCruiser",5,0,0
"death penalty",8109,"Whats the truth",5,0,0
"death penalty",8109,"DrNo",5,0,0
"death penalty",8109,"jitobear",0,4,1
"death penalty",8109,"smiley",0,4,1
"death penalty",8109,"Pejotif",0,5,0
"death penalty",8109,"JPSartre12",5,0,0
"death penalty",8109,"gman",4,1,0
"death penalty",8109,"peteratwar",5,0,0
"death penalty",8109,"Anastasia",2,0,3
"death penalty",8109,"Winston Smith",0,2,3
"death penalty",8109,"Nefertari",2,3,0
"death penalty",8109,"jim's trucking",5,0,0
"death penalty",8109,"Master_Shake",0,5,0
"death penalty",8109,"foundit66",3,2,0
"death penalty",8109,"dugman_74",5,0,0
"death penalty",8109,"DucoNihilum",3,2,0
"death penalty",8109,"Scythian",0,5,0
"death penalty",8109,"georged",0,5,0
"death penalty",8109,"Yossarian",5,0,0
"death penalty",8109,"eaglepigeondeer",0,5,0
"death penalty",8109,"zachvac",2,3,0
"death penalty",8109,"snakespit",5,0,0
"death penalty",8109,"Shooterandproud",0,5,0
"death penalty",8109,"E Mutz",5,0,0
"death penalty",8109,"Dono",0,5,0
"death penalty",8109,"sinjin",1,4,0
"death penalty",3375,"Duo_Maxwell",1,4,0
"death penalty",3375,"Perry5",5,0,0
"death penalty",3375,"jim's trucking",5,0,0
"death penalty",3375,"emclean",5,0,0
"death penalty",3375,"Dzeron",1,4,0
"death penalty",3375,"Waxy",0,5,0
"death penalty",3375,"joebrummer",1,4,0
"death penalty",3375,"tiggeroo2005",5,0,0
"death penalty",3375,"Big Orn",4,1,0
"death penalty",3375,"greg 79 f150",1,2,2
"death penalty",3375,"ladyhawk",1,4,0
"death penalty",3375,"fisher_of_man",3,1,1
"death penalty",3375,"Haulingboat",5,0,0
"death penalty",3375,"Anastasia",4,0,1
"death penalty",3375,"zachvac",1,4,0
"death penalty",3375,"Freedom_Fighter",0,5,0
"death penalty",3375,"OccamsRazor",0,5,0
"death penalty",3375,"Tigerlilly",0,5,0
"death penalty",3375,"jitobear",0,5,0
"death penalty",3375,"Dono",1,3,1
"death penalty",3375,"sinjin",1,3,1
"death penalty",3635,"Kiyoung80",5,0,0
"death penalty",3635,"Big Orn",2,0,3
"death penalty",7311,"Steeeeve",3,1,1
"death penalty",7311,"Caprii",2,0,3
"death penalty",7311,"Maineiac",0,0,5
"death penalty",5027,"Duo_Maxwell",1,4,0
"death penalty",5027,"nikki22005",0,1,4
"death penalty",5027,"WhiteFalcon",1,4,0
"death penalty",5027,"Voice Of Reason",5,0,0
"death penalty",5027,"johnson",0,5,0
"death penalty",5027,"Dzeron",0,5,0
"death penalty",5027,"Hunter",2,0,3
"death penalty",5027,"GOPPhil",5,0,0
"death penalty",5027,"Heads_On_Pikes",5,0,0
"death penalty",5027,"butterflygirl",0,2,3
"death penalty",5027,"AlokaParyetra",0,1,4
"death penalty",5027,"Hydra",0,5,0
"death penalty",5027,"rina_marina",3,0,2
"death penalty",5027,"deep thought",5,0,0
"death penalty",5027,"zachvac",1,4,0
"death penalty",5027,"Symbiote",3,1,1
"death penalty",5027,"snakespit",5,0,0
"death penalty",5027,"Obvious Child",1,4,0
"death penalty",5027,"Diogenes99",4,1,0
"death penalty",5027,"Dono",0,5,0
"death penalty",1367,"sundowner",5,0,0
"death penalty",1367,"treat2",0,5,0
"death penalty",1367,"theLIBERTARIAN",4,1,0
"death penalty",1367,"jitobear",0,5,0
"death penalty",1367,"WorldTraveller",4,1,0
"death penalty",1367,"rapture",0,4,1
"death penalty",1367,"tuesdeb",0,5,0
"death penalty",1367,"Toxey",2,1,2
"death penalty",1367,"daewoo",1,4,0
"death penalty",1367,"mjl1960",5,0,0
"death penalty",1367,"Eddie",3,2,0
"death penalty",1367,"Leviathan",5,0,0
"death penalty",1367,"XeoX",0,5,0
"death penalty",1367,"MattyP.",5,0,0
"death penalty",1367,"gilligan8503",0,5,0
"death penalty",1367,"Patrick Henry",5,0,0
"death penalty",1367,"X_post_mortem_X",0,5,0
"death penalty",1367,"Charchuk",1,4,0
"death penalty",7033,"Archangel",5,0,0
"death penalty",7033,"snakespit",5,0,0
"death penalty",7033,"obvious_child",1,4,0
"death penalty",7033,"Shooterandproud",0,4,1
"death penalty",7033,"BJTJ",0,5,0
"death penalty",7033,"coolcodemn3",3,0,2
"death penalty",7033,"oliphant",0,5,0
"death penalty",7033,"gman",1,4,0
"death penalty",7033,"Steeeeve",2,0,3
"death penalty",7033,"Yossarian",2,2,1
"death penalty",7033,"georged",1,4,0
"death penalty",7033,"DrNo",5,0,0
"death penalty",7033,"ShadowPikachu",0,4,1
"death penalty",7033,"jim's trucking",5,0,0
"death penalty",7033,"Another opinion",0,2,3
"death penalty",7033,"GreenMtnBoy",1,4,0
"death penalty",7033,"Dono",0,5,0
"death penalty",1867,"Kuato",1,1,0
"death penalty",1867,"butterflygirl",0,2,0
"death penalty",1867,"Tastyfish",2,0,0
"death penalty",1867,"AMD4EVER",2,0,0
"death penalty",1867,"Bettie_Page05",1,1,0
"death penalty",1867,"Striel",0,1,1
"death penalty",1867,"Duo_Maxwell",1,1,0
"death penalty",1867,"Voice Of Reason",1,1,0
"death penalty",1867,"WorldTraveller",1,1,0
"death penalty",1867,"Adept",2,0,0
"death penalty",1867,"Haywood Jablomi",2,0,0
"death penalty",1867,"Mach",1,1,0
"death penalty",1867,"Morfos",2,0,0
"death penalty",1867,"sundowner",2,0,0
"death penalty",1867,"The_Comedian",2,0,0
"death penalty",1867,"Draconis",0,0,2
"death penalty",1867,"JPSartre12",2,0,0
"death penalty",1867,"Redratio1",1,1,0
"death penalty",1867,"WhiteFalcon",1,0,1
"death penalty",1867,"daewoo",1,1,0
"death penalty",1867,"mamboni",0,2,0
"death penalty",1867,"akira_rayn216",2,0,0
"death penalty",1867,"zachvac",0,2,0
"death penalty",1866,"Patrick Henry",1,1,3
"death penalty",11057,"CUNxTime",4,0,1
"death penalty",11057,"Phyllis",1,3,1
"death penalty",11057,"thelmoose",4,0,1
"death penalty",11057,"brutus2001x",0,4,1
"death penalty",11057,"jim's trucking",3,0,2
"death penalty",9151,"INRI",1,4,0
"death penalty",9151,"peteratwar",5,0,0
"death penalty",9151,"trebor",0,2,3
"death penalty",9151,"sinjin",0,1,4
"death penalty",9956,"Archangel",4,1,0
"death penalty",9956,"peteratwar",4,1,0
"death penalty",9956,"chemist99a",1,1,3
"death penalty",9956,"thecap0",2,1,2
"death penalty",9956,"Jo Bennett",1,4,0
"death penalty",9956,"andjustice4all",1,2,2
"death penalty",9956,"smiley",0,5,0
"death penalty",9956,"Zardoz",2,1,2
"death penalty",9956,"Axolotl",3,0,2
