"key","discussion_id","worker_id","agree-disagree","defeater-undercutter","defeater-undercutter_unsure","negotiate-attack","negotiate-attack_unsure","personal-audience","personal-audience_unsure","questioning-asserting","questioning-asserting_unsure"
"(93, 1)",6380,"A1V2JY1MJ4P6CF","Agree","","","","","","","",""
"(1364, 6)",13158,"A2O9ZPGNNBSH00","Disagree",-4,False,0,False,0,False,3,False
"(1364, 6)",13158,"AG9BUUONHFKSS","Agree","","","","","","","",""
"(1364, 6)",13158,"A1XXMVPHRKUTAH","Agree","","","","","","","",""
"(1364, 6)",13158,"A1XLLOCBI90SFI","Disagree",5,False,-5,False,-4,False,4,False
"(1364, 6)",13158,"AKJ22H1NTVIQX","Disagree",-1,False,0,False,-4,False,2,False
"(1364, 6)",13158,"A37XVHGR4ZSTSM","Disagree",0,True,0,True,0,True,0,True
"(1364, 6)",13158,"ASX2NOUVA9CRH","Disagree",-5,False,3,False,-1,False,2,False
"(1176, 6)",5009,"A3C9A382KUWMS0","Disagree",-5,False,0,False,5,False,0,False
"(1176, 6)",5009,"A1UDQV4PUFYPKN","Agree","","","","","","","",""
"(1176, 6)",5009,"A1XXMVPHRKUTAH","Agree","","","","","","","",""
"(1176, 6)",5009,"A3F0OII70LQX09","Disagree",-3,False,-3,False,1,False,1,False
"(1176, 6)",5009,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(500, 5)",3193,"A6KXUJACE7X31","Disagree",-1,False,-3,False,2,False,1,False
"(500, 5)",3193,"A2UUKYKG5SQV2V","Disagree",3,False,-4,False,3,False,4,False
"(500, 5)",3193,"A3C9A382KUWMS0","Disagree",5,False,-5,False,5,False,5,False
"(500, 5)",3193,"A36CP7G5OZY030","Agree","","","","","","","",""
"(500, 5)",3193,"A3R5CALO6EH0ZR","Agree","","","","","","","",""
"(500, 5)",3193,"A2SG3RMGIDQTWT","Disagree",5,False,-5,False,-5,False,-5,False
"(676, 0)",6320,"A2HUSOVMMRJNNX","Disagree",-2,False,-4,False,2,False,3,False
"(676, 0)",6320,"AG9BUUONHFKSS","Agree","","","","","","","",""
"(676, 0)",6320,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(676, 0)",6320,"A3F0OII70LQX09","Disagree",-3,False,0,False,1,False,0,False
"(676, 0)",6320,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(676, 0)",6320,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(898, 6)",10129,"A1F4BQTQH21J75","Disagree",-3,False,3,False,-4,False,3,False
"(898, 6)",10129,"AC8BGOG45QWA2","Disagree",-4,False,-4,False,-5,False,3,False
"(898, 6)",10129,"A3F0OII70LQX09","Disagree",-3,False,-3,False,1,False,2,False
"(898, 6)",10129,"A1BS484S0O76YT","Disagree",-4,False,3,False,-2,False,1,False
"(898, 6)",10129,"A3L9J8AER0FU3V","Disagree",-5,False,0,False,-5,False,-5,False
"(898, 6)",10129,"A2O9ZPGNNBSH00","Agree","","","","","","","",""
"(1108, 3)",9491,"A3LRUPF1F0OVN6","Disagree",-5,False,-5,False,3,False,4,False
"(1108, 3)",9491,"A16IXM9GAGHNCA","Disagree",5,False,-5,False,-5,False,5,False
"(244, 2)",11686,"A3AWEEPY4DEK9X","Disagree",-5,False,5,False,-5,False,5,False
"(244, 2)",11686,"A1U5IZK0KV7VXB","Disagree",5,False,0,False,-5,False,5,False
"(244, 2)",11686,"AFDLE79DCTIPP","Agree","","","","","","","",""
"(244, 2)",11686,"A32LCM1ZARQLOG","Disagree",0,False,2,False,-2,False,-2,False
"(244, 2)",11686,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1330, 5)",4892,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1330, 5)",4892,"A2VTDOJE2XP8TK","Disagree",0,False,-4,False,-2,False,1,False
"(1330, 5)",4892,"A31RKV21MUC3R0","Disagree",3,False,-3,False,-3,False,3,False
"(1330, 5)",4892,"A1RF70DSVAZVI6","Disagree",2,False,-4,False,-4,False,4,False
"(1330, 5)",4892,"A1BEOLWSEW3PCC","Disagree",-4,False,0,False,-4,False,2,False
"(1330, 5)",4892,"A3IJI5VFWLI7DA","Disagree",-4,False,-4,False,2,False,3,False
"(1330, 5)",4892,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(466, 4)",3462,"A2HB464NR4TS1K","Disagree",-3,False,-3,False,3,False,4,False
"(466, 4)",3462,"A3FM3KWYVBBZ15","Disagree",0,True,0,True,-2,False,3,False
"(466, 4)",3462,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(466, 4)",3462,"A1BS484S0O76YT","Disagree",-4,False,-4,False,-2,False,4,False
"(466, 4)",3462,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(466, 4)",3462,"A36JZTUKQVV5S5","Agree","","","","","","","",""
"(395, 0)",9194,"AJADHCW0ANKIP","Disagree",4,False,-2,False,-4,False,2,False
"(395, 0)",9194,"A1NBYKBMZYXYZL","Disagree",5,False,-5,False,-4,False,3,False
"(395, 0)",9194,"A3FM3KWYVBBZ15","Disagree",5,False,-5,False,5,False,5,False
"(395, 0)",9194,"A2M6B4T35HDKMZ","Agree","","","","","","","",""
"(395, 0)",9194,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(395, 0)",9194,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(642, 3)",13932,"A2FHOQX90RA45G","Agree","","","","","","","",""
"(642, 3)",13932,"A35GEHI7589M8O","Agree","","","","","","","",""
"(642, 3)",13932,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(642, 3)",13932,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(642, 3)",13932,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(827, 5)",9436,"A2TSN533LXI6S4","Disagree",2,False,1,False,2,False,-3,False
"(827, 5)",9436,"AD77JDZ2H9ONW","Agree","","","","","","","",""
"(827, 5)",9436,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(827, 5)",9436,"A1B2KIB7DPC2PR","Disagree",-2,False,-4,False,-2,False,-3,False
"(827, 5)",9436,"A3F0OII70LQX09","Disagree",1,False,0,False,-1,False,2,False
"(827, 5)",9436,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1145, 2)",13846,"A1KEURR4Z7DXX","Disagree",-4,False,-2,False,-2,False,0,False
"(1145, 2)",13846,"A2Q3ZPCNE2EOAO","Disagree",-5,False,5,False,-5,False,5,False
"(1145, 2)",13846,"A3GO5L86SKLUIK","Disagree",-5,False,0,False,0,False,0,False
"(1145, 2)",13846,"A6Y7BLDK90Q19","Disagree",0,False,1,False,-1,False,0,False
"(1145, 2)",13846,"A1BS484S0O76YT","Disagree",-3,False,-3,False,-4,False,3,False
"(25, 3)",13558,"A1H315JJUL7CWD","Disagree",-5,False,-5,False,-5,False,2,False
"(25, 3)",13558,"A1UFEIE9PWSVEW","Disagree",1,False,-3,False,2,False,4,False
"(25, 3)",13558,"A3BVJL7P490DCS","Agree","","","","","","","",""
"(25, 3)",13558,"A2O9ZPGNNBSH00","Disagree",0,False,1,False,1,False,0,False
"(25, 3)",13558,"ALM6Q2GMXP93L","Disagree",5,False,0,False,5,False,0,False
"(210, 1)",8978,"A2HUVJPLKGUKFQ","Agree","","","","","","","",""
"(210, 1)",8978,"A9X4G4WPJ27D6","Disagree",5,False,4,False,3,False,-4,False
"(210, 1)",8978,"A301JS9I6MSBN1","Disagree",1,False,1,False,1,False,-1,False
"(210, 1)",8978,"A3R467YDQ1C8VG","Disagree",-4,False,4,False,4,False,4,False
"(210, 1)",8978,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(210, 1)",8978,"A1BS484S0O76YT","Disagree",-4,False,4,False,-4,False,4,False
"(793, 6)",12141,"AD77JDZ2H9ONW","Disagree",5,False,5,False,0,True,5,False
"(793, 6)",12141,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(793, 6)",12141,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(793, 6)",12141,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(793, 6)",12141,"A36JZTUKQVV5S5","Agree","","","","","","","",""
"(1051, 3)",2924,"A2HUSOVMMRJNNX","Agree","","","","","","","",""
"(1051, 3)",2924,"AHOU3VA400IOT","Agree","","","","","","","",""
"(1051, 3)",2924,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1051, 3)",2924,"AP1HCIYDB0OTX","Agree","","","","","","","",""
"(1051, 3)",2924,"A2MWAXV1YRK5GH","Agree","","","","","","","",""
"(1051, 3)",2924,"A2ZG6GDYEI4Q3K","Agree","","","","","","","",""
"(1051, 3)",2924,"A2TSN533LXI6S4","Agree","","","","","","","",""
"(7, 4)",9222,"A170R0WAZC31WC","Disagree",-3,False,-2,False,0,True,2,False
"(7, 4)",9222,"A3FM3KWYVBBZ15","Disagree",5,False,2,False,-2,False,5,False
"(7, 4)",9222,"A2X7DEIXAEG0TS","Disagree",-4,False,4,False,-4,False,4,False
"(7, 4)",9222,"A37XVHGR4ZSTSM","Disagree",-4,False,-4,False,-2,False,4,False
"(7, 4)",9222,"A32LCM1ZARQLOG","Disagree",0,False,0,False,0,False,0,False
"(176, 0)",11746,"A2HUVJPLKGUKFQ","Agree","","","","","","","",""
"(176, 0)",11746,"A1NBYKBMZYXYZL","Disagree",-5,False,-5,False,5,False,5,False
"(176, 0)",11746,"A3G6GOZIF06QH2","Agree","","","","","","","",""
"(176, 0)",11746,"A2M6B4T35HDKMZ","Agree","","","","","","","",""
"(176, 0)",11746,"A1B2KIB7DPC2PR","Disagree",2,False,4,False,0,False,4,False
"(176, 0)",11746,"A3L9J8AER0FU3V","Disagree",-5,False,0,False,-5,False,5,False
"(361, 4)",13923,"A3IJI5VFWLI7DA","Disagree",-5,False,3,False,-5,False,-5,False
"(361, 4)",13923,"A3DSRQ5CBK6G3U","Agree","","","","","","","",""
"(361, 4)",13923,"A1BS484S0O76YT","Disagree",-4,False,5,False,-5,False,-2,False
"(361, 4)",13923,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(361, 4)",13923,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(361, 4)",13923,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(608, 3)",5524,"A1IMICF9ISISZN","Agree","","","","","","","",""
"(608, 3)",5524,"A33RY9AQXDXTLP","Disagree",-3,False,2,False,0,False,2,False
"(608, 3)",5524,"A3L9J8AER0FU3V","Agree","","","","","","","",""
"(608, 3)",5524,"A32LCM1ZARQLOG","Agree","","","","","","","",""
"(608, 3)",5524,"A2O9ZPGNNBSH00","Agree","","","","","","","",""
"(608, 3)",5524,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(775, 3)",14409,"A2HUSOVMMRJNNX","Agree","","","","","","","",""
"(775, 3)",14409,"A2ZG6GDYEI4Q3K","Agree","","","","","","","",""
"(775, 3)",14409,"AV8SVCVP9V5BK","Agree","","","","","","","",""
"(775, 3)",14409,"A1ILI24TOFSQRG","Agree","","","","","","","",""
"(775, 3)",14409,"AP1HCIYDB0OTX","Agree","","","","","","","",""
"(775, 3)",14409,"AIY8WQZDKMD5C","Disagree",-5,False,-2,False,1,False,-1,False
"(775, 3)",14409,"A2PR1KFDC8Y3K3","Disagree",-4,False,-4,False,4,False,4,False
"(1093, 4)",9769,"A32LCM1ZARQLOG","Disagree",-2,False,-3,False,2,False,2,False
"(1093, 4)",9769,"A1B2KIB7DPC2PR","Disagree",-3,False,-3,False,2,False,-3,False
"(1093, 4)",9769,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1093, 4)",9769,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(1093, 4)",9769,"A17IWKV4G3N25X","Disagree",-5,False,-2,False,-5,False,4,False
"(944, 5)",11117,"AC8BGOG45QWA2","Agree","","","","","","","",""
"(944, 5)",11117,"A22K68WIUPZSRQ","Disagree",0,False,-2,False,4,False,2,False
"(944, 5)",11117,"A31O7P7Z650N7B","Disagree",1,False,1,False,0,False,0,False
"(944, 5)",11117,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(944, 5)",11117,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(229, 5)",13860,"APFE0NBU7J08E","Agree","","","","","","","",""
"(229, 5)",13860,"A2SYE7B32P48S8","Agree","","","","","","","",""
"(229, 5)",13860,"A25JQ8BAK64HZD","Agree","","","","","","","",""
"(229, 5)",13860,"AHJS9O4SW4NKU","Disagree",1,False,0,False,-2,False,-1,False
"(229, 5)",13860,"A3MFIGR75YVD9R","Disagree",-4,False,-5,False,-5,False,0,False
"(229, 5)",13860,"A3DSRQ5CBK6G3U","Agree","","","","","","","",""
"(229, 5)",13860,"A29GGSOI4YN32G","Agree","","","","","","","",""
"(158, 3)",8134,"A1LLHNQKFEXJB0","Agree","","","","","","","",""
"(158, 3)",8134,"A2ZUV3H85HS290","Disagree",3,False,-4,False,2,False,-2,False
"(158, 3)",8134,"A3OT61DL0DY283","Agree","","","","","","","",""
"(158, 3)",8134,"A1H315JJUL7CWD","Agree","","","","","","","",""
"(158, 3)",8134,"A3HTFSP0WBYPPX","Agree","","","","","","","",""
"(158, 3)",8134,"A2FZM7ZDCLPMCF","Disagree",1,False,1,False,1,False,-1,False
"(1429, 2)",7400,"A1BEOLWSEW3PCC","Disagree",-4,False,-3,False,0,False,3,False
"(1429, 2)",7400,"AG9BUUONHFKSS","Agree","","","","","","","",""
"(1429, 2)",7400,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1429, 2)",7400,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(1429, 2)",7400,"A37XVHGR4ZSTSM","Disagree",-3,False,-4,False,-2,False,5,False
"(1429, 2)",7400,"A2WNW8A4MOR7T7","Agree","","","","","","","",""
"(1347, 2)",1425,"A18JQFU6QCTI6G","Disagree",2,False,2,False,-3,False,-2,False
"(1347, 2)",1425,"A2ZG6GDYEI4Q3K","Disagree",0,True,5,False,-5,False,0,True
"(1347, 2)",1425,"AIY8WQZDKMD5C","Agree","","","","","","","",""
"(1347, 2)",1425,"A2FDXVWVI05XA4","Disagree",-5,False,5,False,-5,False,0,True
"(1347, 2)",1425,"A1RF70DSVAZVI6","Disagree",-5,False,5,False,-5,False,0,True
"(1347, 2)",1425,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1347, 2)",1425,"A1BEOLWSEW3PCC","Disagree",3,False,-2,False,-3,False,3,False
"(590, 6)",11986,"A3C9A382KUWMS0","Disagree",5,False,5,False,-5,False,-5,False
"(590, 6)",11986,"A1A7QL3AOOQ4CS","Agree","","","","","","","",""
"(590, 6)",11986,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(590, 6)",11986,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(590, 6)",11986,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(590, 6)",11986,"A1BS484S0O76YT","Disagree",-3,False,1,False,-5,False,-4,False
"(812, 4)",12902,"A18JQFU6QCTI6G","Agree","","","","","","","",""
"(812, 4)",12902,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(812, 4)",12902,"AE7HUJETMTTTS","Agree","","","","","","","",""
"(812, 4)",12902,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(997, 0)",3177,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(997, 0)",3177,"AE7HUJETMTTTS","Disagree",-4,False,-2,False,-3,False,-2,False
"(997, 0)",3177,"A1ILI24TOFSQRG","Disagree",4,False,-1,False,-4,False,-4,False
"(997, 0)",3177,"AZ8L0BT7XIALO","Agree","","","","","","","",""
"(997, 0)",3177,"A1RY9A4SCOR7RX","Disagree",-5,False,-2,False,-4,False,4,False
"(997, 0)",3177,"ASX2NOUVA9CRH","Disagree",-4,False,-4,False,-1,False,4,False
"(1118, 4)",999,"AP1HCIYDB0OTX","Disagree",2,False,1,False,-2,False,-4,False
"(1118, 4)",999,"AV8SVCVP9V5BK","Agree","","","","","","","",""
"(1118, 4)",999,"A2VTDOJE2XP8TK","Agree","","","","","","","",""
"(1118, 4)",999,"AIY8WQZDKMD5C","Disagree",-4,True,-5,False,-5,False,-5,False
"(1118, 4)",999,"A2ZG6GDYEI4Q3K","Agree","","","","","","","",""
"(1118, 4)",999,"A2P8XDALGST5YT","Agree","","","","","","","",""
"(1118, 4)",999,"A31RKV21MUC3R0","Disagree",3,False,-2,False,-3,False,-3,False
"(926, 4)",495,"A2O9ZPGNNBSH00","Disagree",-3,False,0,False,0,False,2,False
"(926, 4)",495,"ACPUTK2MNMYHB","Disagree",0,False,-3,False,0,False,2,False
"(926, 4)",495,"A3L6PFU6DOR8AY","Disagree",-2,False,-4,False,-1,False,-5,False
"(926, 4)",495,"A1B2KIB7DPC2PR","Disagree",2,False,-3,False,2,False,-1,False
"(926, 4)",495,"A1BS484S0O76YT","Disagree",-3,False,-3,False,-3,False,3,False
"(380, 6)",9816,"A1LLHNQKFEXJB0","Agree","","","","","","","",""
"(380, 6)",9816,"A1ENJA55FQQL54","Agree","","","","","","","",""
"(380, 6)",9816,"A3R5CALO6EH0ZR","Agree","","","","","","","",""
"(380, 6)",9816,"A3I8XSG316ZFOY","Agree","","","","","","","",""
"(380, 6)",9816,"A3IJI5VFWLI7DA","Agree","","","","","","","",""
"(556, 1)",13245,"AE1AT79VLY54G","Agree","","","","","","","",""
"(556, 1)",13245,"A2SJC9VRBGNC58","Disagree",-4,False,0,False,-3,False,0,False
"(556, 1)",13245,"A3DSRQ5CBK6G3U","Agree","","","","","","","",""
"(556, 1)",13245,"A14NJ0E25UM25Q","Disagree",1,False,2,False,-2,False,2,False
"(556, 1)",13245,"A2FZM7ZDCLPMCF","Agree","","","","","","","",""
"(556, 1)",13245,"A2X7DEIXAEG0TS","Disagree",-2,False,-2,False,-3,False,1,False
"(963, 1)",9994,"A18JQFU6QCTI6G","Disagree",-4,False,-4,False,-5,False,4,False
"(963, 1)",9994,"A1B2KIB7DPC2PR","Disagree",3,False,-3,False,1,False,2,False
"(963, 1)",9994,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(963, 1)",9994,"A3F0OII70LQX09","Disagree",2,False,0,False,1,False,2,False
"(963, 1)",9994,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(124, 3)",7328,"A3GNQDFPZALU92","Disagree",1,False,-2,False,-1,False,-2,False
"(124, 3)",7328,"A27ZGWA99Q60J7","Agree","","","","","","","",""
"(124, 3)",7328,"A28Y30ODXBJOMP","Agree","","","","","","","",""
"(124, 3)",7328,"A3R467YDQ1C8VG","Disagree",4,False,-4,False,-4,False,4,False
"(124, 3)",7328,"A3DSRQ5CBK6G3U","Agree","","","","","","","",""
"(1210, 2)",821,"A1RF70DSVAZVI6","Disagree",0,True,0,True,0,True,-5,False
"(1210, 2)",821,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1210, 2)",821,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(1210, 2)",821,"A27DLL4E4JBOBA","Disagree",-3,False,3,False,-4,False,-4,False
"(1210, 2)",821,"A36JZTUKQVV5S5","Disagree",0,True,0,True,0,True,0,True
"(346, 5)",9007,"AQMT9SLNOUZQI","Agree","","","","","","","",""
"(346, 5)",9007,"ASU4RK91D1I34","Disagree",2,False,4,False,-3,False,2,False
"(346, 5)",9007,"A3BVJL7P490DCS","Agree","","","","","","","",""
"(346, 5)",9007,"A14WWG6NKBDWGP","Disagree",0,True,4,False,-5,False,-3,False
"(346, 5)",9007,"A1PWQTJSY2SYMQ","Disagree",0,False,-1,False,0,False,-2,False
"(346, 5)",9007,"A2FZM7ZDCLPMCF","Disagree",-1,False,-1,False,-1,False,-1,False
"(275, 3)",5347,"A1FNEVG87BS5K0","Disagree",1,False,-1,False,1,False,2,False
"(275, 3)",5347,"A12AICIWGAEUPU","Disagree",4,False,0,False,-4,False,0,False
"(275, 3)",5347,"A341LHR7178BUY","Disagree",-1,False,2,False,-1,False,-2,False
"(275, 3)",5347,"ATY8RQ17JPXQD","Agree","","","","","","","",""
"(275, 3)",5347,"A301JS9I6MSBN1","Agree","","","","","","","",""
"(275, 3)",5347,"A1A7QL3AOOQ4CS","Agree","","","","","","","",""
"(522, 0)",10468,"A2AOTRL7EF4CR","Agree","","","","","","","",""
"(522, 0)",10468,"A1NBDEDG4XON12","Agree","","","","","","","",""
"(522, 0)",10468,"AE8MIMI70NIX1","Agree","","","","","","","",""
"(522, 0)",10468,"A209T4ZL3NKV8H","Disagree",-4,False,-3,False,-4,False,3,False
"(522, 0)",10468,"A2O9ZPGNNBSH00","Disagree",3,False,-2,False,0,True,0,False
"(522, 0)",10468,"A3C9A382KUWMS0","Agree","","","","","","","",""
"(707, 4)",3169,"A3C9A382KUWMS0","Agree","","","","","","","",""
"(707, 4)",3169,"A3C9A382KUWMS0","Agree","","","","","","","",""
"(707, 4)",3169,"A1B2KIB7DPC2PR","Disagree",1,False,-2,False,1,False,3,False
"(707, 4)",3169,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(707, 4)",3169,"A17IWKV4G3N25X","Agree","","","","","","","",""
"(929, 2)",388,"A3MFIGR75YVD9R","Agree","","","","","","","",""
"(929, 2)",388,"A2FHOQX90RA45G","Disagree",0,False,0,False,-5,False,5,False
"(929, 2)",388,"A1BS484S0O76YT","Agree","","","","","","","",""
"(929, 2)",388,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(929, 2)",388,"A37XVHGR4ZSTSM","Disagree",-5,False,-2,False,-3,False,5,False
"(929, 2)",388,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(19, 6)",9613,"AK460483Q91EI","Agree","","","","","","","",""
"(19, 6)",9613,"A1KEURR4Z7DXX","Disagree",-5,False,5,False,-5,False,-5,False
"(19, 6)",9613,"A341LHR7178BUY","Disagree",0,False,-2,False,-2,False,1,False
"(19, 6)",9613,"A1LVVIUDY5JOG3","Disagree",-5,False,-5,False,0,True,-5,False
"(19, 6)",9613,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(19, 6)",9613,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(497, 0)",3714,"AO2DDAYUZWE0R","Agree","","","","","","","",""
"(497, 0)",3714,"AQMT9SLNOUZQI","Agree","","","","","","","",""
"(497, 0)",3714,"A32LCM1ZARQLOG","Agree","","","","","","","",""
"(497, 0)",3714,"A3BVJL7P490DCS","Agree","","","","","","","",""
"(497, 0)",3714,"A1DP0E8X5TJ8KF","Agree","","","","","","","",""
"(497, 0)",3714,"A1BEOLWSEW3PCC","Agree","","","","","","","",""
"(575, 5)",10654,"A1PEUGQ2L4DXC5","Agree","","","","","","","",""
"(575, 5)",10654,"A341LHR7178BUY","Disagree",0,False,0,False,1,False,0,False
"(575, 5)",10654,"A1PLL1GKGQA2WJ","Agree","","","","","","","",""
"(575, 5)",10654,"ALQI4JZ3CGX4P","Disagree",2,False,-5,False,1,False,5,False
"(575, 5)",10654,"A3L9J8AER0FU3V","Disagree",5,False,-5,False,-5,False,0,False
"(575, 5)",10654,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(673, 5)",5097,"AHOU3VA400IOT","Disagree",3,False,-2,False,-3,False,-5,False
"(673, 5)",5097,"A183K3G6LD62RJ","Agree","","","","","","","",""
"(673, 5)",5097,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(673, 5)",5097,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(673, 5)",5097,"A2ZG6GDYEI4Q3K","Disagree",0,True,0,True,0,True,-5,False
"(673, 5)",5097,"A36JZTUKQVV5S5","Disagree",0,True,0,True,0,True,0,True
"(56, 1)",5421,"A2ICVZ7X9QYESA","Disagree",5,False,-5,False,5,False,5,False
"(56, 1)",5421,"A3OHIGNWU0SA3S","Disagree",2,False,-1,False,-1,False,2,False
"(56, 1)",5421,"A1GTI3KSUGUVZ8","Disagree",0,False,-5,False,0,False,2,False
"(56, 1)",5421,"A2M6B4T35HDKMZ","Disagree",-5,False,5,False,-5,False,5,False
"(56, 1)",5421,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(56, 1)",5421,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1343, 0)",13968,"AD77JDZ2H9ONW","Disagree",0,True,0,True,0,True,0,True
"(1343, 0)",13968,"A3L6PFU6DOR8AY","Agree","","","","","","","",""
"(1343, 0)",13968,"A3H5DO420LSVLX","Disagree",-5,False,-5,False,-5,False,-5,False
"(1343, 0)",13968,"A37XVHGR4ZSTSM","Disagree",0,True,0,True,0,True,0,True
"(1343, 0)",13968,"AQK0T6L0RPBP3","Disagree",0,True,0,True,0,True,0,True
"(1343, 0)",13968,"A3HSFRJPM3E89Z","Disagree",0,True,0,True,0,True,0,True
"(1343, 0)",13968,"ASX2NOUVA9CRH","Disagree",4,False,0,False,3,False,4,False
"(479, 1)",5933,"A3O4XM3IGW1SR2","Agree","","","","","","","",""
"(479, 1)",5933,"AYS3A8M6MIIJI","Agree","","","","","","","",""
"(479, 1)",5933,"A2WNW8A4MOR7T7","Agree","","","","","","","",""
"(479, 1)",5933,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(479, 1)",5933,"A3F0OII70LQX09","Agree","","","","","","","",""
"(479, 1)",5933,"A2VC5HZF0SQUWP","Agree","","","","","","","",""
"(541, 6)",401,"A18JQFU6QCTI6G","Disagree",-3,False,-3,False,-4,False,2,False
"(541, 6)",401,"A37XVHGR4ZSTSM","Disagree",-3,False,-3,False,-4,False,-4,False
"(541, 6)",401,"A1B2KIB7DPC2PR","Disagree",1,False,-1,False,-1,False,-4,False
"(541, 6)",401,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(541, 6)",401,"A2O9ZPGNNBSH00","Agree","","","","","","","",""
"(392, 3)",6032,"A3BVJL7P490DCS","Agree","","","","","","","",""
"(392, 3)",6032,"A371JRQWE47B1K","Disagree",-3,False,-5,False,2,False,5,False
"(392, 3)",6032,"ALQI4JZ3CGX4P","Disagree",-5,False,-5,False,-4,False,0,False
"(392, 3)",6032,"A29GGSOI4YN32G","Disagree",-4,False,-4,False,-3,False,4,False
"(392, 3)",6032,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(392, 3)",6032,"A1BS484S0O76YT","Disagree",-4,False,-4,False,-4,False,4,False
"(726, 2)",13719,"A3R5CALO6EH0ZR","Disagree",-4,False,2,False,-1,False,5,False
"(726, 2)",13719,"A37XVHGR4ZSTSM","Agree","","","","","","","",""
"(726, 2)",13719,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(726, 2)",13719,"A3L9J8AER0FU3V","Disagree",-5,False,-5,False,-4,False,-5,False
"(726, 2)",13719,"A1BS484S0O76YT","Disagree",-4,False,3,False,-4,False,4,False
"(655, 2)",10291,"AFDLE79DCTIPP","Agree","","","","","","","",""
"(655, 2)",10291,"A2G906KI3OW2JU","Disagree",2,False,2,False,2,False,3,False
"(655, 2)",10291,"A2MR259UZRESDS","Disagree",-5,False,-4,False,4,False,4,False
"(655, 2)",10291,"A37XVHGR4ZSTSM","Disagree",5,False,5,False,-5,False,5,False
"(655, 2)",10291,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
